Order,Len,Len_c,Semantic_closeness,Semantic_closeness_c,Lexical_frequency,Lexical_frequency_c,Predictability,Predictability_c,Pronominality,Verb,Position
0,0,0,0.10469966399010722,1,1.063088e-05,1,-0.0012542359637648381,-1,0,هست,Preverbal
0,0,0,0.7817901931684579,1,0.011163605,1,-0.0036897514852415325,-1,0,_,Preverbal
0,1,1,0.025180397838840823,1,1.016704e-06,1,-0.010173371724637392,-1,0,_,Preverbal
0,-2,-1,0.12306381074655681,1,5.2981499999999994e-05,1,-0.004432363163080044,-1,0,_,Preverbal
0,1,1,-0.07491056246344313,-1,-5.76102e-06,-1,-0.025149582595746955,-1,0,_,Preverbal
0,1,1,-0.016450942334828494,-1,-1.4037699999999996e-06,-1,-0.024976045909118783,-1,-1,_,Preverbal
0,-3,-1,0.034238141248937815,1,-1.074718e-05,-1,0.02962855961915889,1,0,_,Preverbal
0,-6,-1,-0.07352891069347056,-1,2.329000000000001e-06,1,-0.00823248427554274,-1,1,_,Preverbal
0,-3,-1,0.046971461407331744,1,5.0899999999999995e-06,1,-0.0032703238494743436,-1,0,_,Preverbal
0,-5,-1,0.0054187972855555405,1,7.627199999999999e-06,1,0.0030330524126273017,1,0,_,Preverbal
0,0,0,0.03209194943120788,1,1.46075e-05,1,-0.0010150851354103763,-1,0,_,Preverbal
0,1,1,0.007172313417709741,1,-5.2784e-06,-1,-0.011394139038406303,-1,0,_,Preverbal
0,-4,-1,-0.029833080477326065,-1,-1.293e-05,-1,0.026558767899533042,1,0,_,Preverbal
0,-3,-1,0.016305483734992743,1,-9.420030000000002e-06,-1,0.01590658889357255,1,0,است,Preverbal
0,-1,-1,-0.02089208790311245,-1,-2.41424e-05,-1,0.04415796209495326,1,0,_,Preverbal
0,-1,-1,0.7749751724492673,1,0.0111837854,1,0.007796955523040272,1,1,_,Preverbal
0,-7,-1,-0.04001953130659801,-1,1.1746499999999994e-06,1,-0.004762129855120423,-1,1,_,Preverbal
0,-1,-1,0.7829211397991038,1,0.019922496,1,0.022314613790098248,1,1,_,Preverbal
0,1,1,0.05471782952231019,1,1.37619e-06,1,-0.009786477622673151,-1,0,_,Preverbal
0,-12,-1,-0.06193564458156313,-1,1.22265e-05,1,-0.005411270925933076,-1,0,_,Preverbal
0,0,0,0.7728826255371535,1,0.019999222,1,0.0032256209366073874,1,0,_,Preverbal
0,-16,-1,0.02831048802170072,1,2.475333e-05,1,-0.011731811700287476,-1,0,_,Preverbal
0,-13,-1,-0.02172688604516304,-1,1.6052e-06,1,0.010450776325593658,1,0,هست,Preverbal
0,-6,-1,-0.1733446351728466,-1,0.01999698,1,0.002034087554486641,1,0,دید,Preverbal
0,-4,-1,-0.21588303915077955,-1,-4.97728e-06,-1,-0.00034203570490420887,-1,0,هست,Preverbal
0,-1,-1,-0.03335163174223185,-1,-4.22352e-06,-1,0.0007034876124262235,1,0,_,Preverbal
0,2,1,-0.10225942779416974,-1,-1.81812e-05,-1,0.031756737631687015,1,0,است,Preverbal
